casenum,prognum,Trial,Condition,juicerecord,juiceYN,EXpectedPicduration,ExpectedITIpostpic,ExpectedITIpostjuice,ExpectedTrialTIme,Value,Code,rename1,Subject,RunList,volumeSTART,volumeEND,rename2,eventtocode
17999,18199,5,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-12,6,1998,1999,food+N,Event
18000,18200,6,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-12,6,2000,2001,juiceN,Event
18001,18201,7,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-12,6,2002,2003,food+N,Event
18002,18202,8,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-12,6,2004,2005,juiceN,Event
18003,18203,9,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-12,6,2006,2007,food+N,Event
18004,18204,10,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-12,6,2008,2009,juiceN,Event
18005,18205,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-12,6,2010,2011,ero,Event
18006,18206,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-12,6,2012,2013,mut,Event
18007,18207,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-12,6,2014,2015,neu,Event
18008,18208,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-12,6,2016,2017,checks,Event
18009,18209,1,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-13,1,2018,2019,food+Y,Event
18010,18210,2,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-13,1,2020,2021,juiceY,Event
18011,18211,3,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-13,1,2022,2023,food+Y,Event
18012,18212,4,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-13,1,2024,2025,juiceY,Event
18013,18213,5,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-13,1,2026,2027,food+Y,Event
18014,18214,6,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-13,1,2028,2029,juiceY,Event
18015,18215,7,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-13,1,2030,2031,food+Y,Event
18016,18216,8,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-13,1,2032,2033,juiceY,Event
18017,18217,9,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-13,1,2034,2035,food+Y,Event
18018,18218,10,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-13,1,2036,2037,juiceY,Event
18019,18219,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-13,1,2038,2039,ero,Event
18020,18220,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-13,1,2040,2041,mut,Event
18021,18221,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-13,1,2042,2043,neu,Event
18022,18222,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-13,1,2044,2045,checks,Event
18023,18223,1,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-13,2,2046,2047,food+Y,Event
18024,18224,2,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-13,2,2048,2049,juiceY,Event
18025,18225,3,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-13,2,2050,2051,food+Y,Event
18026,18226,4,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-13,2,2052,2053,juiceY,Event
18027,18227,5,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-13,2,2054,2055,food+Y,Event
18028,18228,6,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-13,2,2056,2057,juiceY,Event
18029,18229,7,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-13,2,2058,2059,food+Y,Event
18030,18230,8,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-13,2,2060,2061,juiceY,Event
18031,18231,9,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-13,2,2062,2063,food+N,Event
18032,18232,10,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-13,2,2064,2065,juiceN,Event
18033,18233,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-13,2,2066,2067,ero,Event
18034,18234,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-13,2,2068,2069,mut,Event
18035,18235,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-13,2,2070,2071,neu,Event
18036,18236,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-13,2,2072,2073,checks,Event
18037,18237,1,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-13,3,2074,2075,food+Y,Event
18038,18238,2,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-13,3,2076,2077,juiceY,Event
18039,18239,3,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-13,3,2078,2079,food+N,Event
18040,18240,4,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-13,3,2080,2081,juiceN,Event
18041,18241,5,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-13,3,2082,2083,food+N,Event
18042,18242,6,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-13,3,2084,2085,juiceN,Event
18043,18243,7,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-13,3,2086,2087,food+Y,Event
18044,18244,8,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-13,3,2088,2089,juiceY,Event
18045,18245,9,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-13,3,2090,2091,food+Y,Event
18046,18246,10,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-13,3,2092,2093,juiceY,Event
18047,18247,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-13,3,2094,2095,ero,Event
18048,18248,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-13,3,2096,2097,mut,Event
18049,18249,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-13,3,2098,2099,neu,Event
18050,18250,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-13,3,2100,2101,checks,Event
18051,18251,1,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-13,4,2102,2103,food+Y,Event
18052,18252,2,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-13,4,2104,2105,juiceY,Event
18053,18253,3,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-13,4,2106,2107,food+N,Event
18054,18254,4,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-13,4,2108,2109,juiceN,Event
18055,18255,5,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-13,4,2110,2111,food+Y,Event
18056,18256,6,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-13,4,2112,2113,juiceY,Event
18057,18257,7,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-13,4,2114,2115,food+Y,Event
18058,18258,8,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-13,4,2116,2117,juiceY,Event
18059,18259,9,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-13,4,2118,2119,food+Y,Event
18060,18260,10,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-13,4,2120,2121,juiceY,Event
18061,18261,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-13,4,2122,2123,ero,Event
18062,18262,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-13,4,2124,2125,mut,Event
18063,18263,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-13,4,2126,2127,neu,Event
18064,18264,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-13,4,2128,2129,checks,Event
18065,18265,1,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-13,5,2130,2131,food+Y,Event
18066,18266,2,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-13,5,2132,2133,juiceY,Event
18067,18267,3,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-13,5,2134,2135,food+Y,Event
18068,18268,4,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-13,5,2136,2137,juiceY,Event
18069,18269,5,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-13,5,2138,2139,food+N,Event
18070,18270,6,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-13,5,2140,2141,juiceN,Event
18071,18271,7,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-13,5,2142,2143,food+Y,Event
18072,18272,8,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-13,5,2144,2145,juiceY,Event
18073,18273,9,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-13,5,2146,2147,food+Y,Event
18074,18274,10,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-13,5,2148,2149,juiceY,Event
18075,18275,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-13,5,2150,2151,ero,Event
18076,18276,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-13,5,2152,2153,mut,Event
18077,18277,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-13,5,2154,2155,neu,Event
18078,18278,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-13,5,2156,2157,checks,Event
18079,18279,1,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-13,6,2158,2159,food+N,Event
18080,18280,2,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-13,6,2160,2161,juiceN,Event
18081,18281,3,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-13,6,2162,2163,food+Y,Event
18082,18282,4,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-13,6,2164,2165,juiceY,Event
18083,18283,5,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-13,6,2166,2167,food+N,Event
18084,18284,6,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-13,6,2168,2169,juiceN,Event
18085,18285,7,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-13,6,2170,2171,food+Y,Event
18086,18286,8,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-13,6,2172,2173,juiceY,Event
18087,18287,9,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-13,6,2174,2175,food+Y,Event
18088,18288,10,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-13,6,2176,2177,juiceY,Event
18089,18289,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-13,6,2178,2179,ero,Event
18090,18290,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-13,6,2180,2181,mut,Event
18091,18291,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-13,6,2182,2183,neu,Event
18092,18292,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-13,6,2184,2185,checks,Event
18093,18293,1,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-14,1,2186,2187,food+Y,Event
18094,18294,2,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-14,1,2188,2189,juiceY,Event
18095,18295,3,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-14,1,2190,2191,food+Y,Event
18096,18296,4,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-14,1,2192,2193,juiceY,Event
18097,18297,5,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-14,1,2194,2195,food+Y,Event
18098,18298,6,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-14,1,2196,2197,juiceY,Event
18099,18299,7,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-14,1,2198,2199,food+Y,Event
18100,18300,8,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-14,1,2200,2201,juiceY,Event
18101,18301,9,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-14,1,2202,2203,food+Y,Event
18102,18302,10,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-14,1,2204,2205,juiceY,Event
18103,18303,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-14,1,2206,2207,ero,Event
18104,18304,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-14,1,2208,2209,mut,Event
18105,18305,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-14,1,2210,2211,neu,Event
18106,18306,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-14,1,2212,2213,checks,Event
18107,18307,1,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-14,2,2214,2215,food+N,Event
18108,18308,2,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-14,2,2216,2217,juiceN,Event
18109,18309,3,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-14,2,2218,2219,food+Y,Event
18110,18310,4,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-14,2,2220,2221,juiceY,Event
18111,18311,5,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-14,2,2222,2223,food+Y,Event
18112,18312,6,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-14,2,2224,2225,juiceY,Event
18113,18313,7,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-14,2,2226,2227,food+Y,Event
18114,18314,8,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-14,2,2228,2229,juiceY,Event
18115,18315,9,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-14,2,2230,2231,food+N,Event
18116,18316,10,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-14,2,2232,2233,juiceN,Event
18117,18317,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-14,2,2234,2235,ero,Event
18118,18318,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-14,2,2236,2237,mut,Event
18119,18319,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-14,2,2238,2239,neu,Event
18120,18320,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-14,2,2240,2241,checks,Event
18121,18321,1,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-14,3,2242,2243,food+N,Event
18122,18322,2,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-14,3,2244,2245,juiceN,Event
18123,18323,3,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-14,3,2246,2247,food+Y,Event
18124,18324,4,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-14,3,2248,2249,juiceY,Event
18125,18325,5,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-14,3,2250,2251,food+Y,Event
18126,18326,6,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-14,3,2252,2253,juiceY,Event
18127,18327,7,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-14,3,2254,2255,food+Y,Event
18128,18328,8,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-14,3,2256,2257,juiceY,Event
18129,18329,9,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-14,3,2258,2259,food+N,Event
18130,18330,10,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-14,3,2260,2261,juiceN,Event
18131,18331,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-14,3,2262,2263,ero,Event
18132,18332,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-14,3,2264,2265,mut,Event
18133,18333,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-14,3,2266,2267,neu,Event
18134,18334,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-14,3,2268,2269,checks,Event
18135,18335,1,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-14,4,2270,2271,food+Y,Event
18136,18336,2,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-14,4,2272,2273,juiceY,Event
18137,18337,3,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-14,4,2274,2275,food+Y,Event
18138,18338,4,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-14,4,2276,2277,juiceY,Event
18139,18339,5,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-14,4,2278,2279,food+N,Event
18140,18340,6,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-14,4,2280,2281,juiceN,Event
18141,18341,7,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-14,4,2282,2283,food+Y,Event
18142,18342,8,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-14,4,2284,2285,juiceY,Event
18143,18343,9,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-14,4,2286,2287,food+Y,Event
18144,18344,10,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-14,4,2288,2289,juiceY,Event
18145,18345,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-14,4,2290,2291,ero,Event
18146,18346,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-14,4,2292,2293,mut,Event
18147,18347,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-14,4,2294,2295,neu,Event
18148,18348,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-14,4,2296,2297,checks,Event
18149,18349,1,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-14,5,2298,2299,food+N,Event
18150,18350,2,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-14,5,2300,2301,juiceN,Event
18151,18351,3,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-14,5,2302,2303,food+Y,Event
18152,18352,4,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-14,5,2304,2305,juiceY,Event
18153,18353,5,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-14,5,2306,2307,food+Y,Event
18154,18354,6,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-14,5,2308,2309,juiceY,Event
18155,18355,7,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-14,5,2310,2311,food+Y,Event
18156,18356,8,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-14,5,2312,2313,juiceY,Event
18157,18357,9,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-14,5,2314,2315,food+Y,Event
18158,18358,10,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-14,5,2316,2317,juiceY,Event
18159,18359,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-14,5,2318,2319,ero,Event
18160,18360,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-14,5,2320,2321,mut,Event
18161,18361,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-14,5,2322,2323,neu,Event
18162,18362,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-14,5,2324,2325,checks,Event
18163,18363,1,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-14,6,2326,2327,food+Y,Event
18164,18364,2,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-14,6,2328,2329,juiceY,Event
18165,18365,3,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-14,6,2330,2331,food+Y,Event
18166,18366,4,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-14,6,2332,2333,juiceY,Event
18167,18367,5,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-14,6,2334,2335,food+N,Event
18168,18368,6,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-14,6,2336,2337,juiceN,Event
18169,18369,7,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-14,6,2338,2339,food+Y,Event
18170,18370,8,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-14,6,2340,2341,juiceY,Event
18171,18371,9,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-14,6,2342,2343,food+N,Event
18172,18372,10,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-14,6,2344,2345,juiceN,Event
18173,18373,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-14,6,2346,2347,ero,Event
18174,18374,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-14,6,2348,2349,mut,Event
18175,18375,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-14,6,2350,2351,neu,Event
18176,18376,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-14,6,2352,2353,checks,Event
18177,18377,1,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-15,1,2354,2355,food+Y,Event
18178,18378,2,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-15,1,2356,2357,juiceY,Event
18179,18379,3,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-15,1,2358,2359,food+N,Event
18180,18380,4,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-15,1,2360,2361,juiceN,Event
18181,18381,5,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-15,1,2362,2363,food+Y,Event
18182,18382,6,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-15,1,2364,2365,juiceY,Event
18183,18383,7,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-15,1,2366,2367,food+N,Event
18184,18384,8,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-15,1,2368,2369,juiceN,Event
18185,18385,9,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-15,1,2370,2371,food+Y,Event
18186,18386,10,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-15,1,2372,2373,juiceY,Event
18187,18387,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-15,1,2374,2375,ero,Event
18188,18388,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-15,1,2376,2377,mut,Event
18189,18389,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-15,1,2378,2379,neu,Event
18190,18390,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-15,1,2380,2381,checks,Event
18191,18391,1,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-15,2,2382,2383,food+Y,Event
18192,18392,2,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-15,2,2384,2385,juiceY,Event
18193,18393,3,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-15,2,2386,2387,food+Y,Event
18194,18394,4,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-15,2,2388,2389,juiceY,Event
18195,18395,5,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-15,2,2390,2391,food+N,Event
18196,18396,6,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-15,2,2392,2393,juiceN,Event
18197,18397,7,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-15,2,2394,2395,food+N,Event
18198,18398,8,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-15,2,2396,2397,juiceN,Event
18199,18399,9,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-15,2,2398,2399,food+Y,Event
18200,18400,10,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-15,2,2400,2401,juiceY,Event
18201,18401,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-15,2,2402,2403,ero,Event
18202,18402,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-15,2,2404,2405,mut,Event
18203,18403,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-15,2,2406,2407,neu,Event
18204,18404,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-15,2,2408,2409,checks,Event
18205,18405,1,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-15,3,2410,2411,food+Y,Event
18206,18406,2,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-15,3,2412,2413,juiceY,Event
18207,18407,3,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-15,3,2414,2415,food+N,Event
18208,18408,4,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-15,3,2416,2417,juiceN,Event
18209,18409,5,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-15,3,2418,2419,food+N,Event
18210,18410,6,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-15,3,2420,2421,juiceN,Event
18211,18411,7,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-15,3,2422,2423,food+Y,Event
18212,18412,8,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-15,3,2424,2425,juiceY,Event
18213,18413,9,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-15,3,2426,2427,food+N,Event
18214,18414,10,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-15,3,2428,2429,juiceN,Event
18215,18415,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-15,3,2430,2431,ero,Event
18216,18416,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-15,3,2432,2433,mut,Event
18217,18417,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-15,3,2434,2435,neu,Event
18218,18418,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-15,3,2436,2437,checks,Event
18219,18419,1,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-15,4,2438,2439,food+N,Event
18220,18420,2,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-15,4,2440,2441,juiceN,Event
18221,18421,3,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-15,4,2442,2443,food+N,Event
18222,18422,4,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-15,4,2444,2445,juiceN,Event
18223,18423,5,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-15,4,2446,2447,food+Y,Event
18224,18424,6,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-15,4,2448,2449,juiceY,Event
18225,18425,7,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-15,4,2450,2451,food+N,Event
18226,18426,8,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-15,4,2452,2453,juiceN,Event
18227,18427,9,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-15,4,2454,2455,food+N,Event
18228,18428,10,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-15,4,2456,2457,juiceN,Event
18229,18429,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-15,4,2458,2459,ero,Event
18230,18430,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-15,4,2460,2461,mut,Event
18231,18431,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-15,4,2462,2463,neu,Event
18232,18432,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-15,4,2464,2465,checks,Event
18233,18433,1,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-15,5,2466,2467,food+Y,Event
18234,18434,2,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-15,5,2468,2469,juiceY,Event
18235,18435,3,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-15,5,2470,2471,food+N,Event
18236,18436,4,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-15,5,2472,2473,juiceN,Event
18237,18437,5,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-15,5,2474,2475,food+Y,Event
18238,18438,6,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-15,5,2476,2477,juiceY,Event
18239,18439,7,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-15,5,2478,2479,food+N,Event
18240,18440,8,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-15,5,2480,2481,juiceN,Event
18241,18441,9,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-15,5,2482,2483,food+Y,Event
18242,18442,10,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-15,5,2484,2485,juiceY,Event
18243,18443,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-15,5,2486,2487,ero,Event
